Date,Channel,Revenue,Spend,Campaign
2024-06-15,Google,1021.13,135.23,Search_TM_Campaign_01
2024-06-16,Google,909.74844,101.8808,Search_TM_Campaign_01
2024-06-17,Google,260.76,165.142856,Search_TM_Campaign_01
2024-06-18,Google,274.13,163.355215,Search_TM_Campaign_01
2024-06-19,Google,533.2170604400001,157.044945,Search_TM_Campaign_01
2024-06-20,Google,2739.91,181.406517,Search_TM_Campaign_01
2024-06-21,Google,714.8399999999999,172.732454,Search_TM_Campaign_01
2024-06-22,Google,768.28967768,148.256132,Search_TM_Campaign_01
2024-06-23,Google,348.76856,174.761567,Search_TM_Campaign_01
2024-06-24,Google,91.8,202.995562,Search_TM_Campaign_01
2024-06-25,Google,788.40456,200.84832,Search_TM_Campaign_01
2024-06-26,Google,353.1911075,154.803422,Search_TM_Campaign_01
2024-06-27,Google,729.139938,204.8,Search_TM_Campaign_01
2024-06-28,Google,502.286218,145.749386,Search_TM_Campaign_01
2024-06-29,Google,1534.9620759999998,146.03775,Search_TM_Campaign_01
2024-06-30,Google,1012.6688538,197.11551,Search_TM_Campaign_01
2024-07-01,Google,457.5,215.542822,Search_TM_Campaign_01
2024-07-02,Google,587.5,210.670436,Search_TM_Campaign_01
2024-07-03,Google,595.6930112,172.382814,Search_TM_Campaign_01
2024-07-04,Google,151.55,156.344799,Search_TM_Campaign_01
2024-07-05,Google,1279.85,221.54,Search_TM_Campaign_01
2024-07-06,Google,493.258442,213.436708,Search_TM_Campaign_01
2024-07-07,Google,445.000784,221.613807,Search_TM_Campaign_01
2024-07-08,Google,2953.150052,318.518298,Search_TM_Campaign_01
2024-07-09,Google,188.165472,225.696897,Search_TM_Campaign_01
2024-07-10,Google,919.2366679,266.300782,Search_TM_Campaign_01
2024-07-11,Google,708.034528,253.11292,Search_TM_Campaign_01
2024-07-12,Google,353.7,272.579989,Search_TM_Campaign_01
2024-07-13,Google,145.16987899999998,217.351016,Search_TM_Campaign_01
2024-07-14,Google,1108.2728724,255.507599,Search_TM_Campaign_01
2024-07-15,Google,560.139265,224.294516,Search_TM_Campaign_01
2024-07-16,Google,797.599435,234.09,Search_TM_Campaign_01
2024-07-17,Google,1242.1,258.36,Search_TM_Campaign_01
2024-07-18,Google,653.58728,222.66,Search_TM_Campaign_01
2024-07-19,Google,497.2254892,167.37,Search_TM_Campaign_01
2024-07-20,Google,532.2,141.91,Search_TM_Campaign_01
2024-07-21,Google,334.063812,152.06,Search_TM_Campaign_01
2024-07-22,Google,1108.0,121.81,Search_TM_Campaign_01
2024-07-23,Google,543.1,129.28,Search_TM_Campaign_01
2024-07-24,Google,947.7593,150.13,Search_TM_Campaign_01
2024-07-25,Google,145.13661,120.27,Search_TM_Campaign_01
2024-07-26,Google,430.07999,139.95,Search_TM_Campaign_01
2024-07-27,Google,227.7567,103.63,Search_TM_Campaign_01
2024-07-28,Google,88.08121,104.59,Search_TM_Campaign_01
2024-07-29,Google,402.5,130.3,Search_TM_Campaign_01
2024-07-30,Google,598.8904,112.76,Search_TM_Campaign_01
2024-07-31,Google,1226.16023044,105.02,Search_TM_Campaign_01
2024-08-01,Google,462.80757,107.47,Search_TM_Campaign_01
2024-08-02,Google,650.832667,138.132668,Search_TM_Campaign_01
2024-08-03,Google,445.43747,129.432796,Search_TM_Campaign_01
2024-08-04,Google,498.599257,125.820475,Search_TM_Campaign_01
2024-08-05,Google,1154.867252,145.148695,Search_TM_Campaign_01
2024-08-06,Google,201.224709,132.05,Search_TM_Campaign_01
2024-08-07,Google,232.260159,116.632923,Search_TM_Campaign_01
2024-08-08,Google,284.67025,138.309986,Search_TM_Campaign_01
2024-08-09,Google,1226.0,125.706474,Search_TM_Campaign_01
2024-08-10,Google,445.2762942,117.999579,Search_TM_Campaign_01
2024-08-11,Google,2442.342,109.752293,Search_TM_Campaign_01
2024-08-12,Google,270.0,61.242118,Search_TM_Campaign_01
2024-08-13,Google,189.7,38.754054,Search_TM_Campaign_01
2024-08-14,Google,1166.5,53.630135,Search_TM_Campaign_01
2024-08-15,Google,425.0,64.962003,Search_TM_Campaign_01
2024-08-16,Google,43.2,60.212362,Search_TM_Campaign_01
2024-08-17,Google,272.6,77.558801,Search_TM_Campaign_01
2024-08-18,Google,180.0,77.298681,Search_TM_Campaign_01
2024-08-19,Google,251.5,80.415851,Search_TM_Campaign_01
2024-08-20,Google,503.2,57.103774,Search_TM_Campaign_01
2024-08-21,Google,301.0,61.820837,Search_TM_Campaign_01
2024-08-22,Google,633.0,62.363332,Search_TM_Campaign_01
2024-08-23,Google,196.4,59.379093,Search_TM_Campaign_01
2024-08-24,Google,791.6,55.206697,Search_TM_Campaign_01
2024-08-25,Google,361.6,75.53103,Search_TM_Campaign_01
2024-08-26,Google,48.039186,54.933363,Search_TM_Campaign_01
2024-08-27,Google,101.0,65.54988,Search_TM_Campaign_01
2024-08-28,Google,420.315226,73.812131,Search_TM_Campaign_01
2024-08-29,Google,233.715052,98.612461,Search_TM_Campaign_01
2024-08-30,Google,1151.3214,93.319113,Search_TM_Campaign_01
2024-08-31,Google,1212.0,86.868143,Search_TM_Campaign_01
2024-09-01,Google,372.4,97.105119,Search_TM_Campaign_01
2024-09-02,Google,540.2573970000001,121.581691,Search_TM_Campaign_01
2024-09-03,Google,1215.071532,103.925507,Search_TM_Campaign_01
2024-09-04,Google,356.19,133.239348,Search_TM_Campaign_01
2024-09-05,Google,303.943905,108.267795,Search_TM_Campaign_01
2024-09-06,Google,1338.150711,108.16605,Search_TM_Campaign_01
2024-09-07,Google,1011.3,107.5538,Search_TM_Campaign_01
2024-09-08,Google,930.8,118.229731,Search_TM_Campaign_01
2024-09-09,Google,424.7308491,115.782963,Search_TM_Campaign_01
2024-09-10,Google,1645.3793184,140.68969,Search_TM_Campaign_01
2024-09-11,Google,1385.5631584,154.77725,Search_TM_Campaign_01
2024-09-12,Google,3213.964696,229.973971,Search_TM_Campaign_01
2024-09-13,Google,2474.6478512000003,184.276086,Search_TM_Campaign_01
2024-09-14,Google,1709.05559,184.03132,Search_TM_Campaign_01
2024-09-15,Google,1155.4403075,198.119172,Search_TM_Campaign_01
2024-09-16,Google,1208.58816,181.312936,Search_TM_Campaign_01
2024-09-17,Google,808.33484,241.791587,Search_TM_Campaign_01
2024-09-18,Google,318.804432,188.089961,Search_TM_Campaign_01
2024-09-19,Google,665.4387697,233.816167,Search_TM_Campaign_01
2024-09-20,Google,2116.254236,244.801435,Search_TM_Campaign_01
2024-09-21,Google,903.395536,220.786464,Search_TM_Campaign_01
2024-09-22,Google,631.83031,244.878683,Search_TM_Campaign_01
2024-09-23,Google,818.297284,227.101855,Search_TM_Campaign_01
2024-09-24,Google,445.982656,186.301167,Search_TM_Campaign_01
2024-09-25,Google,285.1335235,166.3377,Search_TM_Campaign_01
2024-09-26,Google,1024.0636175999998,190.937342,Search_TM_Campaign_01
2024-09-27,Google,1267.4964768,164.47,Search_TM_Campaign_01
2024-09-28,Google,901.709168,154.35,Search_TM_Campaign_01
2024-09-29,Google,995.8201984,160.13,Search_TM_Campaign_01
2024-09-30,Google,1329.89174,130.812432,Search_TM_Campaign_01
2024-10-01,Google,2008.99272,166.436544,Search_TM_Campaign_01
2024-10-02,Google,2169.2,206.11,Search_TM_Campaign_01
2024-10-03,Google,747.21385,207.631227,Search_TM_Campaign_01
2024-10-04,Google,1750.852785,204.999039,Search_TM_Campaign_01
2024-10-05,Google,904.60291,181.56441,Search_TM_Campaign_01
2024-10-06,Google,1869.701284,190.387537,Search_TM_Campaign_01
2024-10-07,Google,2222.887998,201.320139,Search_TM_Campaign_01
2024-10-08,Google,1252.021882,223.80066,Search_TM_Campaign_01
2024-10-09,Google,766.7,192.928401,Search_TM_Campaign_01
2024-10-10,Google,635.21295,217.157345,Search_TM_Campaign_01
2024-10-11,Google,1125.430679,186.172192,Search_TM_Campaign_01
2024-10-12,Google,1621.707614,230.124016,Search_TM_Campaign_01
2024-10-13,Google,502.14701,229.228314,Search_TM_Campaign_01
2024-10-14,Google,780.188525,248.741436,Search_TM_Campaign_01
2024-10-15,Google,802.939378,274.739607,Search_TM_Campaign_01
2024-10-16,Google,1087.678018,248.123214,Search_TM_Campaign_01
2024-10-17,Google,1174.861796,268.488329,Search_TM_Campaign_01
2024-10-18,Google,670.3453048,187.150301,Search_TM_Campaign_01
2024-10-19,Google,1169.757582,274.353901,Search_TM_Campaign_01
2024-10-20,Google,2972.762222,258.46464,Search_TM_Campaign_01
2024-10-21,Google,328.3751192,251.374922,Search_TM_Campaign_01
2024-10-22,Google,1825.7412138,245.698032,Search_TM_Campaign_01
2024-10-23,Google,1701.744959,240.023929,Search_TM_Campaign_01
2024-10-24,Google,1595.808948,263.002439,Search_TM_Campaign_01
2024-10-25,Google,1580.422555,174.322612,Search_TM_Campaign_01
2024-10-26,Google,1721.334894,258.228476,Search_TM_Campaign_01
2024-10-27,Google,645.834102,216.508388,Search_TM_Campaign_01
2024-10-28,Google,1511.905599,242.661595,Search_TM_Campaign_01
2024-10-29,Google,1809.7312052,238.531018,Search_TM_Campaign_01
2024-10-30,Google,2593.3080631,240.101549,Search_TM_Campaign_01
2024-10-31,Google,764.3053158600001,209.116968,Search_TM_Campaign_01
2024-11-01,Google,16528.83331,259.33747,Search_TM_Campaign_01
2024-11-02,Google,1169.6018626,308.801759,Search_TM_Campaign_01
2024-11-03,Google,1215.14896315,339.464139,Search_TM_Campaign_01
2024-11-04,Google,2193.7623463,408.815518,Search_TM_Campaign_01
2024-11-05,Google,2801.4759037500003,399.154078,Search_TM_Campaign_01
2024-11-06,Google,970.76194,334.515407,Search_TM_Campaign_01
2024-11-07,Google,1323.07539575,382.219306,Search_TM_Campaign_01
2024-11-08,Google,1518.822778,437.652918,Search_TM_Campaign_01
2024-11-09,Google,2938.4851372,526.730251,Search_TM_Campaign_01
2024-11-10,Google,3574.98430914,535.891303,Search_TM_Campaign_01
2024-11-11,Google,4335.975727999999,530.09334,Search_TM_Campaign_01
2024-11-12,Google,3173.468886,604.366464,Search_TM_Campaign_01
2024-11-13,Google,2908.177353,530.576305,Search_TM_Campaign_01
2024-11-14,Google,2466.248327,637.865133,Search_TM_Campaign_01
2024-11-15,Google,4720.93231925,565.867741,Search_TM_Campaign_01
2024-11-16,Google,6213.55272309,568.500368,Search_TM_Campaign_01
2024-11-17,Google,4416.910889700001,706.626172,Search_TM_Campaign_01
2024-11-18,Google,4695.2856625,796.517588,Search_TM_Campaign_01
2024-11-19,Google,4156.0545921,871.584784,Search_TM_Campaign_01
2024-11-20,Google,3115.8298237500003,884.477381,Search_TM_Campaign_01
2024-11-21,Google,4392.9548955,776.905885,Search_TM_Campaign_01
2024-11-22,Google,6475.45673295,895.839743,Search_TM_Campaign_01
2024-11-23,Google,5524.0449355,897.245758,Search_TM_Campaign_01
2024-11-24,Google,6725.04330125,865.765522,Search_TM_Campaign_01
2024-11-25,Google,8299.6580685,1012.395407,Search_TM_Campaign_01
2024-11-26,Google,4991.20158765,940.136688,Search_TM_Campaign_01
2024-11-27,Google,7337.592962049999,1200.143626,Search_TM_Campaign_01
2024-11-28,Google,8338.4133125,3184.485889,Search_TM_Campaign_01
2024-11-29,Google,22395.66417095,4911.726863,Search_TM_Campaign_01
2024-11-30,Google,10120.3542398,1501.429259,Search_TM_Campaign_01
2024-12-01,Google,7280.44543625,1693.091185,Search_TM_Campaign_01
2024-12-02,Google,17394.65213935,2951.528628,Search_TM_Campaign_01
2024-12-03,Google,8002.4567112,1470.402609,Search_TM_Campaign_01
2024-12-04,Google,6437.5939187,1616.518225,Search_TM_Campaign_01
2024-12-05,Google,7823.2141922,1342.5985,Search_TM_Campaign_01
2024-12-06,Google,8156.937556399999,1445.925683,Search_TM_Campaign_01
2024-12-07,Google,8966.3583651,1528.289596,Search_TM_Campaign_01
2024-12-08,Google,12978.934735399998,1977.021765,Search_TM_Campaign_01
2024-12-09,Google,12643.1671119,2418.656704,Search_TM_Campaign_01
2024-12-10,Google,8952.64715496,2292.572652,Search_TM_Campaign_01
2024-12-11,Google,11907.5664481,2177.045747,Search_TM_Campaign_01
2024-12-12,Google,6458.59374,2107.691784,Search_TM_Campaign_01
2024-12-13,Google,12568.208682,2269.387354,Search_TM_Campaign_01
2024-12-14,Google,9553.4703244,2575.644022,Search_TM_Campaign_01
2024-12-15,Google,9272.652306,2545.336231,Search_TM_Campaign_01
2024-12-16,Google,7127.92724682,575.588385,Search_TM_Campaign_01
2024-12-17,Google,5670.623971,570.27197,Search_TM_Campaign_01
2024-12-18,Google,4627.3633162,566.342484,Search_TM_Campaign_01
2024-12-19,Google,4463.955862000001,689.678414,Search_TM_Campaign_01
2024-12-20,Google,6999.398660000001,920.652797,Search_TM_Campaign_01
2024-12-21,Google,4669.2316394,905.896226,Search_TM_Campaign_01
2024-12-22,Google,3634.461543,892.995308,Search_TM_Campaign_01
2024-12-23,Google,1658.883933,544.879143,Search_TM_Campaign_01
2024-12-24,Google,2315.728193,567.083866,Search_TM_Campaign_01
2024-12-25,Google,1737.795813,508.507101,Search_TM_Campaign_01
2024-12-26,Google,2839.228978,490.788552,Search_TM_Campaign_01
2024-12-27,Google,2719.225444,502.443628,Search_TM_Campaign_01
2024-12-28,Google,3394.219638,495.765772,Search_TM_Campaign_01
2024-12-29,Google,2184.2966231,486.685567,Search_TM_Campaign_01
2024-12-30,Google,1121.926726,487.585134,Search_TM_Campaign_01
2024-12-31,Google,2152.989812,411.622353,Search_TM_Campaign_01
2025-01-01,Google,1325.222399,418.53813,Search_TM_Campaign_01
2025-01-02,Google,2133.65863,510.330983,Search_TM_Campaign_01
2025-01-03,Google,752.26266,406.767091,Search_TM_Campaign_01
2025-01-04,Google,1026.873392,435.213449,Search_TM_Campaign_01
2025-01-05,Google,1532.03566,279.457836,Search_TM_Campaign_01
2025-01-06,Google,1513.572519,355.026802,Search_TM_Campaign_01
2025-01-07,Google,4819.929802,326.119043,Search_TM_Campaign_01
2025-01-08,Google,2177.150119,296.234037,Search_TM_Campaign_01
2025-01-09,Google,1232.524033,287.823288,Search_TM_Campaign_01
2025-01-10,Google,475.02,318.274486,Search_TM_Campaign_01
2025-01-11,Google,1003.559937,304.317719,Search_TM_Campaign_01
2025-01-12,Google,2075.25049,352.102663,Search_TM_Campaign_01
2025-01-13,Google,2387.761683,317.301052,Search_TM_Campaign_01
2025-01-14,Google,1020.9916107,289.355442,Search_TM_Campaign_01
2025-01-15,Google,287.673807,150.898621,Search_TM_Campaign_01
2025-01-16,Google,510.8859,157.156564,Search_TM_Campaign_01
2025-01-17,Google,945.666604,156.647372,Search_TM_Campaign_01
2025-01-18,Google,664.956771,158.58822,Search_TM_Campaign_01
2025-01-19,Google,969.891617,158.969879,Search_TM_Campaign_01
2025-01-20,Google,472.99998,121.380965,Search_TM_Campaign_01
2025-01-21,Google,200.0,124.622124,Search_TM_Campaign_01
2025-01-22,Google,560.6736029,124.593179,Search_TM_Campaign_01
2025-01-23,Google,1293.4355099999998,123.853894,Search_TM_Campaign_01
2025-01-24,Google,2157.8694681,100.246255,Search_TM_Campaign_01
2025-01-25,Google,2242.749806,104.326928,Search_TM_Campaign_01
2025-01-26,Google,2027.085994,106.864332,Search_TM_Campaign_01
2025-01-27,Google,696.478122,290.191204,Search_TM_Campaign_01
2025-01-28,Google,1436.172109,301.359419,Search_TM_Campaign_01
2025-01-29,Google,3428.1751942,295.405973,Search_TM_Campaign_01
2025-01-30,Google,1828.064212,273.981436,Search_TM_Campaign_01
2025-01-31,Google,1284.8933555,241.552432,Search_TM_Campaign_01
2025-02-01,Google,823.3173,100.092489,Search_TM_Campaign_01
2025-02-02,Google,550.7,128.999203,Search_TM_Campaign_01
2025-02-03,Google,857.5554709999999,105.856834,Search_TM_Campaign_01
2025-02-04,Google,563.025839,103.629615,Search_TM_Campaign_01
2025-02-05,Google,804.557488,99.106772,Search_TM_Campaign_01
2025-02-06,Google,948.136377,98.527345,Search_TM_Campaign_01
2025-02-07,Google,1765.08222,104.259825,Search_TM_Campaign_01
2025-02-08,Google,843.702124,102.617036,Search_TM_Campaign_01
2025-02-09,Google,896.5519,104.045881,Search_TM_Campaign_01
2025-02-10,Google,1347.632923,300.925342,Search_TM_Campaign_01
2025-02-11,Google,1810.938898,299.2138,Search_TM_Campaign_01
2025-02-12,Google,4309.777907,321.790421,Search_TM_Campaign_01
2025-02-13,Google,4764.644253,345.117869,Search_TM_Campaign_01
2025-02-14,Google,2751.4788181000004,307.541406,Search_TM_Campaign_01
2025-02-15,Google,2045.080988,252.873416,Search_TM_Campaign_01
2025-02-16,Google,2622.1990788,338.115645,Search_TM_Campaign_01
2025-02-17,Google,1183.0900752,328.29168,Search_TM_Campaign_01
